input_row_index,sample_id,conic_index,image_path,mask_path,class_label_path,image_height,image_width,count_total,neutrophil,epithelial,lymphocyte,plasma,eosinophil,connective
3872,dpath_61-0004,3872,data/conic_liz/images/dpath_61-0004_image.png,data/conic_liz/masks/dpath_61-0004_mask.png,data/conic_liz/class_labels/dpath_61-0004_class_labels.png,256,256,97,0,58,22,2,0,15
3873,dpath_61-0005,3873,data/conic_liz/images/dpath_61-0005_image.png,data/conic_liz/masks/dpath_61-0005_mask.png,data/conic_liz/class_labels/dpath_61-0005_class_labels.png,256,256,127,0,55,44,9,0,19
3874,dpath_61-0006,3874,data/conic_liz/images/dpath_61-0006_image.png,data/conic_liz/masks/dpath_61-0006_mask.png,data/conic_liz/class_labels/dpath_61-0006_class_labels.png,256,256,117,0,74,16,6,1,20
3875,dpath_61-0007,3875,data/conic_liz/images/dpath_61-0007_image.png,data/conic_liz/masks/dpath_61-0007_mask.png,data/conic_liz/class_labels/dpath_61-0007_class_labels.png,256,256,109,0,67,18,2,0,22
3876,dpath_61-0008,3876,data/conic_liz/images/dpath_61-0008_image.png,data/conic_liz/masks/dpath_61-0008_mask.png,data/conic_liz/class_labels/dpath_61-0008_class_labels.png,256,256,101,0,50,24,3,1,23
3877,dpath_61-0009,3877,data/conic_liz/images/dpath_61-0009_image.png,data/conic_liz/masks/dpath_61-0009_mask.png,data/conic_liz/class_labels/dpath_61-0009_class_labels.png,256,256,140,0,67,45,0,0,28
3878,dpath_61-0010,3878,data/conic_liz/images/dpath_61-0010_image.png,data/conic_liz/masks/dpath_61-0010_mask.png,data/conic_liz/class_labels/dpath_61-0010_class_labels.png,256,256,127,0,50,38,8,2,29
3879,dpath_61-0011,3879,data/conic_liz/images/dpath_61-0011_image.png,data/conic_liz/masks/dpath_61-0011_mask.png,data/conic_liz/class_labels/dpath_61-0011_class_labels.png,256,256,107,0,28,39,17,2,21
3880,dpath_61-0012,3880,data/conic_liz/images/dpath_61-0012_image.png,data/conic_liz/masks/dpath_61-0012_mask.png,data/conic_liz/class_labels/dpath_61-0012_class_labels.png,256,256,119,0,40,36,13,3,27
3881,dpath_61-0013,3881,data/conic_liz/images/dpath_61-0013_image.png,data/conic_liz/masks/dpath_61-0013_mask.png,data/conic_liz/class_labels/dpath_61-0013_class_labels.png,256,256,151,0,52,57,3,3,36
3882,dpath_61-0014,3882,data/conic_liz/images/dpath_61-0014_image.png,data/conic_liz/masks/dpath_61-0014_mask.png,data/conic_liz/class_labels/dpath_61-0014_class_labels.png,256,256,107,0,70,20,0,0,17
3883,dpath_61-0015,3883,data/conic_liz/images/dpath_61-0015_image.png,data/conic_liz/masks/dpath_61-0015_mask.png,data/conic_liz/class_labels/dpath_61-0015_class_labels.png,256,256,71,0,61,6,1,0,3
3884,dpath_61-0016,3884,data/conic_liz/images/dpath_61-0016_image.png,data/conic_liz/masks/dpath_61-0016_mask.png,data/conic_liz/class_labels/dpath_61-0016_class_labels.png,256,256,57,0,40,8,3,0,6
3885,dpath_61-0017,3885,data/conic_liz/images/dpath_61-0017_image.png,data/conic_liz/masks/dpath_61-0017_mask.png,data/conic_liz/class_labels/dpath_61-0017_class_labels.png,256,256,85,0,56,11,7,0,11
3886,dpath_61-0018,3886,data/conic_liz/images/dpath_61-0018_image.png,data/conic_liz/masks/dpath_61-0018_mask.png,data/conic_liz/class_labels/dpath_61-0018_class_labels.png,256,256,64,0,51,10,1,1,1
3887,dpath_61-0019,3887,data/conic_liz/images/dpath_61-0019_image.png,data/conic_liz/masks/dpath_61-0019_mask.png,data/conic_liz/class_labels/dpath_61-0019_class_labels.png,256,256,26,0,25,1,0,0,0
3888,dpath_61-0020,3888,data/conic_liz/images/dpath_61-0020_image.png,data/conic_liz/masks/dpath_61-0020_mask.png,data/conic_liz/class_labels/dpath_61-0020_class_labels.png,256,256,90,0,50,23,2,0,15
3889,dpath_61-0021,3889,data/conic_liz/images/dpath_61-0021_image.png,data/conic_liz/masks/dpath_61-0021_mask.png,data/conic_liz/class_labels/dpath_61-0021_class_labels.png,256,256,138,0,67,40,1,0,30
3890,dpath_61-0022,3890,data/conic_liz/images/dpath_61-0022_image.png,data/conic_liz/masks/dpath_61-0022_mask.png,data/conic_liz/class_labels/dpath_61-0022_class_labels.png,256,256,113,0,65,27,3,0,18
3891,dpath_61-0023,3891,data/conic_liz/images/dpath_61-0023_image.png,data/conic_liz/masks/dpath_61-0023_mask.png,data/conic_liz/class_labels/dpath_61-0023_class_labels.png,256,256,22,0,21,1,0,0,0
3892,dpath_62-0000,3892,data/conic_liz/images/dpath_62-0000_image.png,data/conic_liz/masks/dpath_62-0000_mask.png,data/conic_liz/class_labels/dpath_62-0000_class_labels.png,256,256,77,0,70,4,0,0,3
3893,dpath_62-0001,3893,data/conic_liz/images/dpath_62-0001_image.png,data/conic_liz/masks/dpath_62-0001_mask.png,data/conic_liz/class_labels/dpath_62-0001_class_labels.png,256,256,14,0,5,8,1,0,0
3894,dpath_62-0002,3894,data/conic_liz/images/dpath_62-0002_image.png,data/conic_liz/masks/dpath_62-0002_mask.png,data/conic_liz/class_labels/dpath_62-0002_class_labels.png,256,256,44,0,39,1,0,0,4
3895,dpath_62-0003,3895,data/conic_liz/images/dpath_62-0003_image.png,data/conic_liz/masks/dpath_62-0003_mask.png,data/conic_liz/class_labels/dpath_62-0003_class_labels.png,256,256,66,2,7,33,8,3,13
3896,dpath_62-0004,3896,data/conic_liz/images/dpath_62-0004_image.png,data/conic_liz/masks/dpath_62-0004_mask.png,data/conic_liz/class_labels/dpath_62-0004_class_labels.png,256,256,75,0,60,10,3,0,2
3897,dpath_62-0005,3897,data/conic_liz/images/dpath_62-0005_image.png,data/conic_liz/masks/dpath_62-0005_mask.png,data/conic_liz/class_labels/dpath_62-0005_class_labels.png,256,256,113,0,82,19,6,1,5
3898,dpath_62-0006,3898,data/conic_liz/images/dpath_62-0006_image.png,data/conic_liz/masks/dpath_62-0006_mask.png,data/conic_liz/class_labels/dpath_62-0006_class_labels.png,256,256,61,1,48,10,1,0,1
3899,dpath_62-0007,3899,data/conic_liz/images/dpath_62-0007_image.png,data/conic_liz/masks/dpath_62-0007_mask.png,data/conic_liz/class_labels/dpath_62-0007_class_labels.png,256,256,26,0,21,3,1,0,1
3900,dpath_62-0008,3900,data/conic_liz/images/dpath_62-0008_image.png,data/conic_liz/masks/dpath_62-0008_mask.png,data/conic_liz/class_labels/dpath_62-0008_class_labels.png,256,256,18,0,9,7,0,0,2
3901,dpath_62-0009,3901,data/conic_liz/images/dpath_62-0009_image.png,data/conic_liz/masks/dpath_62-0009_mask.png,data/conic_liz/class_labels/dpath_62-0009_class_labels.png,256,256,128,2,5,69,7,6,39
3902,dpath_62-0010,3902,data/conic_liz/images/dpath_62-0010_image.png,data/conic_liz/masks/dpath_62-0010_mask.png,data/conic_liz/class_labels/dpath_62-0010_class_labels.png,256,256,113,1,36,41,11,10,14
3903,dpath_62-0011,3903,data/conic_liz/images/dpath_62-0011_image.png,data/conic_liz/masks/dpath_62-0011_mask.png,data/conic_liz/class_labels/dpath_62-0011_class_labels.png,256,256,79,1,58,14,1,0,5
3904,dpath_62-0012,3904,data/conic_liz/images/dpath_62-0012_image.png,data/conic_liz/masks/dpath_62-0012_mask.png,data/conic_liz/class_labels/dpath_62-0012_class_labels.png,256,256,91,0,68,14,1,1,7
3905,dpath_62-0013,3905,data/conic_liz/images/dpath_62-0013_image.png,data/conic_liz/masks/dpath_62-0013_mask.png,data/conic_liz/class_labels/dpath_62-0013_class_labels.png,256,256,69,4,35,25,1,1,3
3906,dpath_62-0014,3906,data/conic_liz/images/dpath_62-0014_image.png,data/conic_liz/masks/dpath_62-0014_mask.png,data/conic_liz/class_labels/dpath_62-0014_class_labels.png,256,256,56,0,53,1,2,0,0
3907,dpath_62-0015,3907,data/conic_liz/images/dpath_62-0015_image.png,data/conic_liz/masks/dpath_62-0015_mask.png,data/conic_liz/class_labels/dpath_62-0015_class_labels.png,256,256,35,0,31,4,0,0,0
3908,dpath_62-0016,3908,data/conic_liz/images/dpath_62-0016_image.png,data/conic_liz/masks/dpath_62-0016_mask.png,data/conic_liz/class_labels/dpath_62-0016_class_labels.png,256,256,147,0,9,83,22,6,27
3909,dpath_62-0017,3909,data/conic_liz/images/dpath_62-0017_image.png,data/conic_liz/masks/dpath_62-0017_mask.png,data/conic_liz/class_labels/dpath_62-0017_class_labels.png,256,256,81,1,47,22,3,1,7
3910,dpath_62-0018,3910,data/conic_liz/images/dpath_62-0018_image.png,data/conic_liz/masks/dpath_62-0018_mask.png,data/conic_liz/class_labels/dpath_62-0018_class_labels.png,256,256,95,1,68,16,5,0,5
3911,dpath_62-0019,3911,data/conic_liz/images/dpath_62-0019_image.png,data/conic_liz/masks/dpath_62-0019_mask.png,data/conic_liz/class_labels/dpath_62-0019_class_labels.png,256,256,153,0,4,123,4,2,20
3912,dpath_62-0020,3912,data/conic_liz/images/dpath_62-0020_image.png,data/conic_liz/masks/dpath_62-0020_mask.png,data/conic_liz/class_labels/dpath_62-0020_class_labels.png,256,256,5,0,0,5,0,0,0
3913,dpath_62-0021,3913,data/conic_liz/images/dpath_62-0021_image.png,data/conic_liz/masks/dpath_62-0021_mask.png,data/conic_liz/class_labels/dpath_62-0021_class_labels.png,256,256,84,0,82,2,0,0,0
3914,dpath_62-0022,3914,data/conic_liz/images/dpath_62-0022_image.png,data/conic_liz/masks/dpath_62-0022_mask.png,data/conic_liz/class_labels/dpath_62-0022_class_labels.png,256,256,37,0,33,1,0,0,3
3915,dpath_62-0023,3915,data/conic_liz/images/dpath_62-0023_image.png,data/conic_liz/masks/dpath_62-0023_mask.png,data/conic_liz/class_labels/dpath_62-0023_class_labels.png,256,256,119,2,16,76,5,2,18
3916,dpath_62-0024,3916,data/conic_liz/images/dpath_62-0024_image.png,data/conic_liz/masks/dpath_62-0024_mask.png,data/conic_liz/class_labels/dpath_62-0024_class_labels.png,256,256,71,1,53,12,0,1,4
3917,dpath_62-0025,3917,data/conic_liz/images/dpath_62-0025_image.png,data/conic_liz/masks/dpath_62-0025_mask.png,data/conic_liz/class_labels/dpath_62-0025_class_labels.png,256,256,142,0,18,86,21,4,13
3918,dpath_62-0026,3918,data/conic_liz/images/dpath_62-0026_image.png,data/conic_liz/masks/dpath_62-0026_mask.png,data/conic_liz/class_labels/dpath_62-0026_class_labels.png,256,256,64,0,5,33,15,0,11
3919,dpath_62-0027,3919,data/conic_liz/images/dpath_62-0027_image.png,data/conic_liz/masks/dpath_62-0027_mask.png,data/conic_liz/class_labels/dpath_62-0027_class_labels.png,256,256,0,0,0,0,0,0,0
3920,dpath_62-0028,3920,data/conic_liz/images/dpath_62-0028_image.png,data/conic_liz/masks/dpath_62-0028_mask.png,data/conic_liz/class_labels/dpath_62-0028_class_labels.png,256,256,12,0,10,2,0,0,0
3921,dpath_62-0029,3921,data/conic_liz/images/dpath_62-0029_image.png,data/conic_liz/masks/dpath_62-0029_mask.png,data/conic_liz/class_labels/dpath_62-0029_class_labels.png,256,256,86,0,85,1,0,0,0
3922,dpath_62-0030,3922,data/conic_liz/images/dpath_62-0030_image.png,data/conic_liz/masks/dpath_62-0030_mask.png,data/conic_liz/class_labels/dpath_62-0030_class_labels.png,256,256,49,0,36,10,0,0,3
3923,dpath_62-0031,3923,data/conic_liz/images/dpath_62-0031_image.png,data/conic_liz/masks/dpath_62-0031_mask.png,data/conic_liz/class_labels/dpath_62-0031_class_labels.png,256,256,79,0,63,13,0,0,3
3924,dpath_62-0032,3924,data/conic_liz/images/dpath_62-0032_image.png,data/conic_liz/masks/dpath_62-0032_mask.png,data/conic_liz/class_labels/dpath_62-0032_class_labels.png,256,256,91,0,12,44,12,1,22
3925,dpath_62-0033,3925,data/conic_liz/images/dpath_62-0033_image.png,data/conic_liz/masks/dpath_62-0033_mask.png,data/conic_liz/class_labels/dpath_62-0033_class_labels.png,256,256,10,0,6,2,1,0,1
3926,dpath_62-0034,3926,data/conic_liz/images/dpath_62-0034_image.png,data/conic_liz/masks/dpath_62-0034_mask.png,data/conic_liz/class_labels/dpath_62-0034_class_labels.png,256,256,16,0,16,0,0,0,0
3927,dpath_62-0035,3927,data/conic_liz/images/dpath_62-0035_image.png,data/conic_liz/masks/dpath_62-0035_mask.png,data/conic_liz/class_labels/dpath_62-0035_class_labels.png,256,256,21,0,16,2,2,0,1
3928,dpath_62-0036,3928,data/conic_liz/images/dpath_62-0036_image.png,data/conic_liz/masks/dpath_62-0036_mask.png,data/conic_liz/class_labels/dpath_62-0036_class_labels.png,256,256,53,0,44,4,1,0,4
3929,dpath_62-0037,3929,data/conic_liz/images/dpath_62-0037_image.png,data/conic_liz/masks/dpath_62-0037_mask.png,data/conic_liz/class_labels/dpath_62-0037_class_labels.png,256,256,6,0,1,2,3,0,0
3930,dpath_62-0038,3930,data/conic_liz/images/dpath_62-0038_image.png,data/conic_liz/masks/dpath_62-0038_mask.png,data/conic_liz/class_labels/dpath_62-0038_class_labels.png,256,256,33,0,29,4,0,0,0
3931,dpath_62-0039,3931,data/conic_liz/images/dpath_62-0039_image.png,data/conic_liz/masks/dpath_62-0039_mask.png,data/conic_liz/class_labels/dpath_62-0039_class_labels.png,256,256,49,0,49,0,0,0,0
3932,dpath_62-0040,3932,data/conic_liz/images/dpath_62-0040_image.png,data/conic_liz/masks/dpath_62-0040_mask.png,data/conic_liz/class_labels/dpath_62-0040_class_labels.png,256,256,72,0,66,4,1,0,1
3933,dpath_62-0041,3933,data/conic_liz/images/dpath_62-0041_image.png,data/conic_liz/masks/dpath_62-0041_mask.png,data/conic_liz/class_labels/dpath_62-0041_class_labels.png,256,256,28,0,28,0,0,0,0
3934,dpath_62-0042,3934,data/conic_liz/images/dpath_62-0042_image.png,data/conic_liz/masks/dpath_62-0042_mask.png,data/conic_liz/class_labels/dpath_62-0042_class_labels.png,256,256,21,0,15,3,2,0,1
3935,dpath_62-0043,3935,data/conic_liz/images/dpath_62-0043_image.png,data/conic_liz/masks/dpath_62-0043_mask.png,data/conic_liz/class_labels/dpath_62-0043_class_labels.png,256,256,60,0,50,4,1,0,5
3936,dpath_62-0044,3936,data/conic_liz/images/dpath_62-0044_image.png,data/conic_liz/masks/dpath_62-0044_mask.png,data/conic_liz/class_labels/dpath_62-0044_class_labels.png,256,256,2,0,0,1,1,0,0
3937,dpath_62-0045,3937,data/conic_liz/images/dpath_62-0045_image.png,data/conic_liz/masks/dpath_62-0045_mask.png,data/conic_liz/class_labels/dpath_62-0045_class_labels.png,256,256,26,0,22,4,0,0,0
3938,dpath_62-0046,3938,data/conic_liz/images/dpath_62-0046_image.png,data/conic_liz/masks/dpath_62-0046_mask.png,data/conic_liz/class_labels/dpath_62-0046_class_labels.png,256,256,77,0,76,0,1,0,0
3939,dpath_62-0047,3939,data/conic_liz/images/dpath_62-0047_image.png,data/conic_liz/masks/dpath_62-0047_mask.png,data/conic_liz/class_labels/dpath_62-0047_class_labels.png,256,256,73,0,66,5,1,0,1
3940,dpath_62-0048,3940,data/conic_liz/images/dpath_62-0048_image.png,data/conic_liz/masks/dpath_62-0048_mask.png,data/conic_liz/class_labels/dpath_62-0048_class_labels.png,256,256,35,0,35,0,0,0,0
3941,dpath_62-0049,3941,data/conic_liz/images/dpath_62-0049_image.png,data/conic_liz/masks/dpath_62-0049_mask.png,data/conic_liz/class_labels/dpath_62-0049_class_labels.png,256,256,77,0,58,14,0,3,2
3942,dpath_62-0050,3942,data/conic_liz/images/dpath_62-0050_image.png,data/conic_liz/masks/dpath_62-0050_mask.png,data/conic_liz/class_labels/dpath_62-0050_class_labels.png,256,256,62,0,40,17,1,0,4
3943,dpath_62-0051,3943,data/conic_liz/images/dpath_62-0051_image.png,data/conic_liz/masks/dpath_62-0051_mask.png,data/conic_liz/class_labels/dpath_62-0051_class_labels.png,256,256,89,0,29,31,10,1,18
3944,dpath_62-0052,3944,data/conic_liz/images/dpath_62-0052_image.png,data/conic_liz/masks/dpath_62-0052_mask.png,data/conic_liz/class_labels/dpath_62-0052_class_labels.png,256,256,13,0,0,4,2,0,7
3945,dpath_62-0053,3945,data/conic_liz/images/dpath_62-0053_image.png,data/conic_liz/masks/dpath_62-0053_mask.png,data/conic_liz/class_labels/dpath_62-0053_class_labels.png,256,256,51,0,28,12,4,0,7
3946,dpath_62-0054,3946,data/conic_liz/images/dpath_62-0054_image.png,data/conic_liz/masks/dpath_62-0054_mask.png,data/conic_liz/class_labels/dpath_62-0054_class_labels.png,256,256,37,0,37,0,0,0,0
3947,dpath_62-0055,3947,data/conic_liz/images/dpath_62-0055_image.png,data/conic_liz/masks/dpath_62-0055_mask.png,data/conic_liz/class_labels/dpath_62-0055_class_labels.png,256,256,39,0,36,3,0,0,0
3948,dpath_63-0000,3948,data/conic_liz/images/dpath_63-0000_image.png,data/conic_liz/masks/dpath_63-0000_mask.png,data/conic_liz/class_labels/dpath_63-0000_class_labels.png,256,256,106,0,49,26,11,0,20
3949,dpath_63-0001,3949,data/conic_liz/images/dpath_63-0001_image.png,data/conic_liz/masks/dpath_63-0001_mask.png,data/conic_liz/class_labels/dpath_63-0001_class_labels.png,256,256,116,0,49,39,1,0,27
3950,dpath_63-0002,3950,data/conic_liz/images/dpath_63-0002_image.png,data/conic_liz/masks/dpath_63-0002_mask.png,data/conic_liz/class_labels/dpath_63-0002_class_labels.png,256,256,142,0,81,29,3,0,29
3951,dpath_63-0003,3951,data/conic_liz/images/dpath_63-0003_image.png,data/conic_liz/masks/dpath_63-0003_mask.png,data/conic_liz/class_labels/dpath_63-0003_class_labels.png,256,256,77,0,54,14,4,0,5
3952,dpath_63-0004,3952,data/conic_liz/images/dpath_63-0004_image.png,data/conic_liz/masks/dpath_63-0004_mask.png,data/conic_liz/class_labels/dpath_63-0004_class_labels.png,256,256,130,0,32,60,16,1,21
3953,dpath_63-0005,3953,data/conic_liz/images/dpath_63-0005_image.png,data/conic_liz/masks/dpath_63-0005_mask.png,data/conic_liz/class_labels/dpath_63-0005_class_labels.png,256,256,116,0,115,1,0,0,0
3954,dpath_63-0006,3954,data/conic_liz/images/dpath_63-0006_image.png,data/conic_liz/masks/dpath_63-0006_mask.png,data/conic_liz/class_labels/dpath_63-0006_class_labels.png,256,256,108,0,6,62,15,1,24
3955,dpath_63-0007,3955,data/conic_liz/images/dpath_63-0007_image.png,data/conic_liz/masks/dpath_63-0007_mask.png,data/conic_liz/class_labels/dpath_63-0007_class_labels.png,256,256,142,0,108,20,9,0,5
3956,dpath_63-0008,3956,data/conic_liz/images/dpath_63-0008_image.png,data/conic_liz/masks/dpath_63-0008_mask.png,data/conic_liz/class_labels/dpath_63-0008_class_labels.png,256,256,147,1,139,6,1,0,0
3957,dpath_63-0009,3957,data/conic_liz/images/dpath_63-0009_image.png,data/conic_liz/masks/dpath_63-0009_mask.png,data/conic_liz/class_labels/dpath_63-0009_class_labels.png,256,256,136,0,0,90,20,1,25
3958,dpath_63-0010,3958,data/conic_liz/images/dpath_63-0010_image.png,data/conic_liz/masks/dpath_63-0010_mask.png,data/conic_liz/class_labels/dpath_63-0010_class_labels.png,256,256,157,0,119,26,5,1,6
3959,dpath_63-0011,3959,data/conic_liz/images/dpath_63-0011_image.png,data/conic_liz/masks/dpath_63-0011_mask.png,data/conic_liz/class_labels/dpath_63-0011_class_labels.png,256,256,146,1,137,7,1,0,0
3960,dpath_63-0012,3960,data/conic_liz/images/dpath_63-0012_image.png,data/conic_liz/masks/dpath_63-0012_mask.png,data/conic_liz/class_labels/dpath_63-0012_class_labels.png,256,256,67,0,66,1,0,0,0
3961,dpath_63-0013,3961,data/conic_liz/images/dpath_63-0013_image.png,data/conic_liz/masks/dpath_63-0013_mask.png,data/conic_liz/class_labels/dpath_63-0013_class_labels.png,256,256,128,0,122,4,2,0,0
3962,dpath_63-0014,3962,data/conic_liz/images/dpath_63-0014_image.png,data/conic_liz/masks/dpath_63-0014_mask.png,data/conic_liz/class_labels/dpath_63-0014_class_labels.png,256,256,127,0,122,4,1,0,0
3963,dpath_63-0015,3963,data/conic_liz/images/dpath_63-0015_image.png,data/conic_liz/masks/dpath_63-0015_mask.png,data/conic_liz/class_labels/dpath_63-0015_class_labels.png,256,256,108,0,102,6,0,0,0
3964,dpath_64-0000,3964,data/conic_liz/images/dpath_64-0000_image.png,data/conic_liz/masks/dpath_64-0000_mask.png,data/conic_liz/class_labels/dpath_64-0000_class_labels.png,256,256,57,0,44,5,0,1,7
3965,dpath_64-0001,3965,data/conic_liz/images/dpath_64-0001_image.png,data/conic_liz/masks/dpath_64-0001_mask.png,data/conic_liz/class_labels/dpath_64-0001_class_labels.png,256,256,111,0,107,3,0,1,0
3966,dpath_64-0002,3966,data/conic_liz/images/dpath_64-0002_image.png,data/conic_liz/masks/dpath_64-0002_mask.png,data/conic_liz/class_labels/dpath_64-0002_class_labels.png,256,256,104,2,93,4,2,0,3
3967,dpath_64-0003,3967,data/conic_liz/images/dpath_64-0003_image.png,data/conic_liz/masks/dpath_64-0003_mask.png,data/conic_liz/class_labels/dpath_64-0003_class_labels.png,256,256,67,1,58,4,2,0,2
3968,dpath_64-0004,3968,data/conic_liz/images/dpath_64-0004_image.png,data/conic_liz/masks/dpath_64-0004_mask.png,data/conic_liz/class_labels/dpath_64-0004_class_labels.png,256,256,111,2,98,5,1,1,4
3969,dpath_64-0005,3969,data/conic_liz/images/dpath_64-0005_image.png,data/conic_liz/masks/dpath_64-0005_mask.png,data/conic_liz/class_labels/dpath_64-0005_class_labels.png,256,256,131,0,124,6,1,0,0
3970,dpath_64-0006,3970,data/conic_liz/images/dpath_64-0006_image.png,data/conic_liz/masks/dpath_64-0006_mask.png,data/conic_liz/class_labels/dpath_64-0006_class_labels.png,256,256,90,1,86,2,0,0,1
3971,dpath_64-0007,3971,data/conic_liz/images/dpath_64-0007_image.png,data/conic_liz/masks/dpath_64-0007_mask.png,data/conic_liz/class_labels/dpath_64-0007_class_labels.png,256,256,43,0,39,4,0,0,0
3972,dpath_64-0008,3972,data/conic_liz/images/dpath_64-0008_image.png,data/conic_liz/masks/dpath_64-0008_mask.png,data/conic_liz/class_labels/dpath_64-0008_class_labels.png,256,256,109,0,99,1,2,0,7
3973,dpath_64-0009,3973,data/conic_liz/images/dpath_64-0009_image.png,data/conic_liz/masks/dpath_64-0009_mask.png,data/conic_liz/class_labels/dpath_64-0009_class_labels.png,256,256,110,0,104,4,0,0,2
3974,dpath_64-0010,3974,data/conic_liz/images/dpath_64-0010_image.png,data/conic_liz/masks/dpath_64-0010_mask.png,data/conic_liz/class_labels/dpath_64-0010_class_labels.png,256,256,16,0,14,1,1,0,0
3975,dpath_64-0011,3975,data/conic_liz/images/dpath_64-0011_image.png,data/conic_liz/masks/dpath_64-0011_mask.png,data/conic_liz/class_labels/dpath_64-0011_class_labels.png,256,256,71,1,56,3,2,0,9
3976,dpath_64-0012,3976,data/conic_liz/images/dpath_64-0012_image.png,data/conic_liz/masks/dpath_64-0012_mask.png,data/conic_liz/class_labels/dpath_64-0012_class_labels.png,256,256,112,0,105,3,2,0,2
3977,dpath_64-0013,3977,data/conic_liz/images/dpath_64-0013_image.png,data/conic_liz/masks/dpath_64-0013_mask.png,data/conic_liz/class_labels/dpath_64-0013_class_labels.png,256,256,105,0,94,8,1,0,2
3978,dpath_64-0014,3978,data/conic_liz/images/dpath_64-0014_image.png,data/conic_liz/masks/dpath_64-0014_mask.png,data/conic_liz/class_labels/dpath_64-0014_class_labels.png,256,256,72,0,67,0,1,0,4
3979,dpath_64-0015,3979,data/conic_liz/images/dpath_64-0015_image.png,data/conic_liz/masks/dpath_64-0015_mask.png,data/conic_liz/class_labels/dpath_64-0015_class_labels.png,256,256,13,0,10,1,0,0,2
3980,dpath_65-0000,3980,data/conic_liz/images/dpath_65-0000_image.png,data/conic_liz/masks/dpath_65-0000_mask.png,data/conic_liz/class_labels/dpath_65-0000_class_labels.png,256,256,115,17,17,47,14,5,15
3981,dpath_65-0001,3981,data/conic_liz/images/dpath_65-0001_image.png,data/conic_liz/masks/dpath_65-0001_mask.png,data/conic_liz/class_labels/dpath_65-0001_class_labels.png,256,256,114,17,77,9,3,0,8
3982,dpath_65-0002,3982,data/conic_liz/images/dpath_65-0002_image.png,data/conic_liz/masks/dpath_65-0002_mask.png,data/conic_liz/class_labels/dpath_65-0002_class_labels.png,256,256,87,20,57,7,0,0,3
3983,dpath_65-0003,3983,data/conic_liz/images/dpath_65-0003_image.png,data/conic_liz/masks/dpath_65-0003_mask.png,data/conic_liz/class_labels/dpath_65-0003_class_labels.png,256,256,120,13,55,27,11,2,12
3984,dpath_65-0004,3984,data/conic_liz/images/dpath_65-0004_image.png,data/conic_liz/masks/dpath_65-0004_mask.png,data/conic_liz/class_labels/dpath_65-0004_class_labels.png,256,256,72,12,48,4,3,0,5
3985,dpath_65-0005,3985,data/conic_liz/images/dpath_65-0005_image.png,data/conic_liz/masks/dpath_65-0005_mask.png,data/conic_liz/class_labels/dpath_65-0005_class_labels.png,256,256,70,9,55,6,0,0,0
3986,dpath_65-0006,3986,data/conic_liz/images/dpath_65-0006_image.png,data/conic_liz/masks/dpath_65-0006_mask.png,data/conic_liz/class_labels/dpath_65-0006_class_labels.png,256,256,111,5,34,40,15,2,15
3987,dpath_65-0007,3987,data/conic_liz/images/dpath_65-0007_image.png,data/conic_liz/masks/dpath_65-0007_mask.png,data/conic_liz/class_labels/dpath_65-0007_class_labels.png,256,256,85,1,63,9,5,1,6
3988,dpath_65-0008,3988,data/conic_liz/images/dpath_65-0008_image.png,data/conic_liz/masks/dpath_65-0008_mask.png,data/conic_liz/class_labels/dpath_65-0008_class_labels.png,256,256,117,27,76,10,0,0,4
3989,dpath_65-0009,3989,data/conic_liz/images/dpath_65-0009_image.png,data/conic_liz/masks/dpath_65-0009_mask.png,data/conic_liz/class_labels/dpath_65-0009_class_labels.png,256,256,129,7,24,60,13,3,22
3990,dpath_65-0010,3990,data/conic_liz/images/dpath_65-0010_image.png,data/conic_liz/masks/dpath_65-0010_mask.png,data/conic_liz/class_labels/dpath_65-0010_class_labels.png,256,256,129,7,29,54,16,0,23
3991,dpath_65-0011,3991,data/conic_liz/images/dpath_65-0011_image.png,data/conic_liz/masks/dpath_65-0011_mask.png,data/conic_liz/class_labels/dpath_65-0011_class_labels.png,256,256,147,43,30,43,3,0,28
3992,dpath_65-0012,3992,data/conic_liz/images/dpath_65-0012_image.png,data/conic_liz/masks/dpath_65-0012_mask.png,data/conic_liz/class_labels/dpath_65-0012_class_labels.png,256,256,107,20,62,14,0,0,11
3993,dpath_65-0013,3993,data/conic_liz/images/dpath_65-0013_image.png,data/conic_liz/masks/dpath_65-0013_mask.png,data/conic_liz/class_labels/dpath_65-0013_class_labels.png,256,256,101,14,73,7,4,0,3
3994,dpath_65-0014,3994,data/conic_liz/images/dpath_65-0014_image.png,data/conic_liz/masks/dpath_65-0014_mask.png,data/conic_liz/class_labels/dpath_65-0014_class_labels.png,256,256,79,12,61,5,0,0,1
3995,dpath_65-0015,3995,data/conic_liz/images/dpath_65-0015_image.png,data/conic_liz/masks/dpath_65-0015_mask.png,data/conic_liz/class_labels/dpath_65-0015_class_labels.png,256,256,129,44,63,10,0,0,12
3996,dpath_66-0000,3996,data/conic_liz/images/dpath_66-0000_image.png,data/conic_liz/masks/dpath_66-0000_mask.png,data/conic_liz/class_labels/dpath_66-0000_class_labels.png,256,256,101,2,0,34,23,3,39
3997,dpath_66-0001,3997,data/conic_liz/images/dpath_66-0001_image.png,data/conic_liz/masks/dpath_66-0001_mask.png,data/conic_liz/class_labels/dpath_66-0001_class_labels.png,256,256,122,0,17,30,20,2,53
